06-2017-04,moderate rain
06-2017-05,moderate rain
06-2017-12,moderate rain
06-2017-14,thunderstorm with rain and moderate rain
06-2017-15,moderate rain
06-2017-17,heavy intensity rain and moderate rain
06-2017-19,moderate rain and heavy intensity rain
06-2017-24,moderate rain and heavy intensity rain
06-2017-26,moderate rain
06-2017-27,moderate rain
06-2017-28,moderate rain
06-2017-29,moderate rain
06-2017-30,moderate rain
07-2017-01,moderate rain
07-2017-02,moderate rain
07-2017-04,moderate rain
07-2017-07,moderate rain and heavy intensity rain
07-2017-08,moderate rain
07-2017-10,moderate rain
07-2017-11,moderate rain
07-2017-14,moderate rain
07-2017-20,moderate rain
07-2017-23,moderate rain
07-2017-24,moderate rain
08-2017-01,moderate rain
08-2017-02,heavy intensity rain and moderate rain
08-2017-04,moderate rain
08-2017-05,moderate rain
08-2017-07,moderate rain
08-2017-12,moderate rain
08-2017-15,heavy intensity rain and moderate rain
08-2017-18,moderate rain and heavy intensity rain
08-2017-19,moderate rain
08-2017-23,thunderstorm with rain and moderate rain
08-2017-31,moderate rain
09-2017-03,moderate rain
09-2017-06,moderate rain
09-2017-07,moderate rain
09-2017-13,moderate rain
09-2017-19,moderate rain
09-2017-21,moderate rain
09-2017-23,moderate rain
10-2017-08,moderate rain
10-2017-14,moderate rain
10-2017-24,moderate rain
10-2017-29,moderate rain and heavy intensity rain
10-2017-30,heavy intensity rain and moderate rain
11-2017-07,moderate rain
11-2017-08,moderate rain
11-2017-16,moderate rain
11-2017-19,moderate rain
11-2017-22,moderate rain
12-2017-06,moderate rain and heavy intensity rain
12-2017-09,snow
12-2017-15,snow
12-2017-30,snow
01-2018-04,snow
01-2018-06,moderate rain
01-2018-12,moderate rain
02-2018-05,moderate rain
02-2018-07,moderate rain
02-2018-10,moderate rain
02-2018-11,moderate rain
02-2018-22,moderate rain
02-2018-24,moderate rain
02-2018-25,moderate rain
03-2018-02,moderate rain and heavy intensity rain and snow
03-2018-07,moderate rain and snow and heavy snow
03-2018-08,moderate rain
03-2018-13,moderate rain and snow
03-2018-21,snow and moderate rain
03-2018-22,snow and moderate rain
03-2018-30,moderate rain
04-2018-02,moderate rain and heavy snow
04-2018-03,moderate rain
04-2018-04,moderate rain
04-2018-15,moderate rain
04-2018-16,moderate rain and heavy intensity rain
04-2018-25,heavy intensity rain and moderate rain
04-2018-26,moderate rain and heavy intensity rain
04-2018-29,moderate rain
05-2018-11,heavy intensity rain and moderate rain
05-2018-15,moderate rain and heavy intensity rain
05-2018-17,moderate rain
05-2018-19,heavy intensity rain and moderate rain
05-2018-22,moderate rain
05-2018-23,moderate rain
05-2018-27,moderate rain
06-2018-01,heavy intensity rain and moderate rain
06-2018-02,heavy intensity rain
06-2018-03,heavy intensity rain and moderate rain
06-2018-04,moderate rain
06-2018-19,moderate rain
06-2018-21,heavy intensity rain and moderate rain
06-2018-25,moderate rain
06-2018-28,moderate rain and thunderstorm with rain and heavy intensity rain
07-2018-04,moderate rain and heavy intensity rain
07-2018-06,moderate rain
07-2018-12,moderate rain
07-2018-15,moderate rain and heavy intensity rain
07-2018-17,heavy intensity rain
07-2018-22,moderate rain and heavy intensity rain
07-2018-23,moderate rain
07-2018-25,heavy intensity rain and moderate rain
07-2018-26,heavy intensity rain and moderate rain
07-2018-27,heavy intensity rain and moderate rain
07-2018-28,heavy intensity rain
07-2018-30,heavy intensity rain
07-2018-31,heavy intensity rain
08-2018-01,moderate rain
08-2018-02,moderate rain
08-2018-03,heavy intensity rain and moderate rain
08-2018-04,moderate rain and heavy intensity rain
08-2018-08,moderate rain
08-2018-09,heavy intensity rain and moderate rain
08-2018-11,moderate rain and heavy intensity rain
08-2018-13,heavy intensity rain and moderate rain
08-2018-14,moderate rain
08-2018-18,moderate rain and heavy intensity rain
08-2018-19,moderate rain
08-2018-22,moderate rain
08-2018-31,moderate rain
09-2018-06,moderate rain
09-2018-10,heavy intensity rain and moderate rain
09-2018-11,heavy intensity rain and moderate rain
09-2018-12,moderate rain
09-2018-13,moderate rain
09-2018-18,moderate rain and heavy intensity rain
09-2018-25,moderate rain and heavy intensity rain
09-2018-26,moderate rain
09-2018-28,moderate rain and heavy intensity rain
10-2018-03,thunderstorm with rain and moderate rain
10-2018-11,moderate rain and heavy intensity rain
10-2018-12,moderate rain
10-2018-19,moderate rain
10-2018-20,moderate rain
10-2018-27,moderate rain and heavy intensity rain
10-2018-29,moderate rain
11-2018-03,moderate rain
11-2018-05,moderate rain
11-2018-06,moderate rain
11-2018-09,moderate rain and heavy intensity rain
11-2018-10,moderate rain
11-2018-13,moderate rain and heavy intensity rain
11-2018-15,snow and heavy snow and moderate rain
11-2018-16,heavy intensity rain and moderate rain
11-2018-25,heavy intensity rain and moderate rain
11-2018-26,moderate rain and heavy intensity rain
11-2018-27,moderate rain
12-2018-02,moderate rain
12-2018-09,moderate rain
12-2018-13,snow
12-2018-16,moderate rain and heavy intensity rain
12-2018-17,moderate rain
12-2018-21,moderate rain and heavy intensity rain
12-2018-28,moderate rain and heavy intensity rain
12-2018-31,moderate rain
01-2019-01,moderate rain
01-2019-05,moderate rain and heavy intensity rain
01-2019-09,moderate rain
01-2019-20,moderate rain and heavy intensity rain
01-2019-24,moderate rain
01-2019-30,moderate rain and snow
02-2019-07,moderate rain and heavy intensity rain
02-2019-08,moderate rain
02-2019-12,snow
02-2019-13,moderate rain
02-2019-18,snow
02-2019-20,snow
02-2019-21,moderate rain and heavy intensity rain
02-2019-24,moderate rain
03-2019-01,moderate rain
03-2019-02,moderate rain
03-2019-04,moderate rain
03-2019-10,moderate rain and heavy intensity rain
03-2019-16,thunderstorm with rain and heavy intensity rain and moderate rain
03-2019-21,moderate rain
03-2019-22,moderate rain and heavy intensity rain
04-2019-08,moderate rain
04-2019-13,moderate rain
04-2019-15,moderate rain and thunderstorm with rain and heavy intensity rain
04-2019-20,moderate rain
04-2019-22,moderate rain
04-2019-26,heavy intensity rain and moderate rain
04-2019-27,moderate rain
05-2019-02,moderate rain
05-2019-03,moderate rain
05-2019-04,moderate rain
05-2019-05,moderate rain and heavy intensity rain
05-2019-06,moderate rain
05-2019-08,moderate rain
05-2019-11,moderate rain
05-2019-12,moderate rain
05-2019-13,moderate rain and heavy intensity rain
05-2019-14,moderate rain
05-2019-18,moderate rain
05-2019-23,heavy intensity rain and moderate rain
05-2019-26,moderate rain
05-2019-29,moderate rain and thunderstorm with rain and heavy intensity rain
05-2019-30,moderate rain and heavy intensity rain
05-2019-31,moderate rain
06-2019-02,moderate rain
06-2019-03,heavy intensity rain and moderate rain
06-2019-05,moderate rain
06-2019-10,moderate rain and heavy intensity rain
06-2019-11,moderate rain
06-2019-13,moderate rain and heavy intensity rain
06-2019-14,moderate rain
06-2019-17,moderate rain
06-2019-18,moderate rain and heavy intensity rain
06-2019-19,moderate rain
06-2019-20,moderate rain
06-2019-21,moderate rain
06-2019-25,moderate rain and heavy intensity rain
06-2019-29,moderate rain and heavy intensity rain
06-2019-30,moderate rain
07-2019-03,moderate rain
07-2019-04,moderate rain
07-2019-06,heavy intensity rain and thunderstorm with rain and moderate rain
07-2019-11,heavy intensity rain and moderate rain
07-2019-12,moderate rain and heavy intensity rain
07-2019-17,moderate rain
07-2019-18,heavy intensity rain and moderate rain
07-2019-21,moderate rain
07-2019-22,heavy intensity rain and moderate rain
07-2019-23,heavy intensity rain and moderate rain
07-2019-24,moderate rain
07-2019-30,moderate rain
07-2019-31,moderate rain and heavy intensity rain
08-2019-04,heavy intensity rain and moderate rain
08-2019-05,moderate rain and heavy intensity rain
08-2019-06,heavy intensity rain
08-2019-07,moderate rain and heavy intensity rain
08-2019-08,moderate rain
08-2019-09,thunderstorm with rain and moderate rain
08-2019-13,moderate rain
08-2019-14,moderate rain and heavy intensity rain
08-2019-18,heavy intensity rain
08-2019-19,thunderstorm with rain
08-2019-21,heavy intensity rain and moderate rain
08-2019-22,moderate rain
08-2019-23,heavy intensity rain and moderate rain
08-2019-28,moderate rain
09-2019-02,moderate rain and heavy intensity rain
09-2019-03,moderate rain
09-2019-06,moderate rain
09-2019-24,moderate rain
10-2019-02,heavy intensity rain and moderate rain
10-2019-03,moderate rain
10-2019-04,moderate rain
10-2019-08,moderate rain
10-2019-09,moderate rain
10-2019-16,moderate rain and heavy intensity rain
10-2019-17,heavy intensity rain and moderate rain
10-2019-20,moderate rain
10-2019-23,moderate rain
10-2019-27,moderate rain and heavy intensity rain
10-2019-31,moderate rain
11-2019-01,moderate rain and heavy intensity rain
11-2019-07,moderate rain
11-2019-19,heavy intensity rain and moderate rain
11-2019-23,moderate rain
11-2019-24,moderate rain
11-2019-27,moderate rain
12-2019-01,moderate rain and heavy intensity rain
12-2019-02,moderate rain and snow
12-2019-09,moderate rain and heavy intensity rain
12-2019-10,heavy intensity rain and moderate rain
